team,division,season,ncaa_id,height,major,jersey,name,url,position,class,hometown,high_school
Greenville,III,2024,588292,,,,,,M,So,"Bologna, Italy",Liceo Fermi Bologna
Greenville,III,2024,588292,,,,,,GK,Fr,"Quito, Ecuador",Colegio Isaac Newton
Greenville,III,2024,588292,,,,,,M/D,Jr,"Son Paulo, Brazil",Colegio Humboldt
Greenville,III,2024,588292,,,,,,M,Jr,"Camp Largo, Brazil",Curso e Colegio Acesso
Greenville,III,2024,588292,,,,,,F,Jr,"Rock Island, Ill.",Rock Island
Greenville,III,2024,588292,,,,,,M,So,"Madrid, Spain",Spinola
Greenville,III,2024,588292,,,,,,M,Jr,"Cabo San Lucas, Mexico",Somnus
Greenville,III,2024,588292,,,,,,F/M,So,"Hillsboro, Ill.",Hillsboro
Greenville,III,2024,588292,,,,,,M,Fr,"Bottrop, Germany",Josef Albers Gymnasium
Greenville,III,2024,588292,,,,,,D,Jr,"Lima, Peru",Leonarda Da Vinci
Greenville,III,2024,588292,,,,,,,Fr,"Marbella, Spain",Aloha College
Greenville,III,2024,588292,,,,,,M,So,"Guatemala City, Guatemala",Colegio Evelyn Rogers
Greenville,III,2024,588292,,,,,,,Fr,"Malaga, Spain",Atalaya Colegio Internacional
Greenville,III,2024,588292,,,,,,F,Fr,"Hamburg, Germany",Wilhelm Gymnasium
Greenville,III,2024,588292,,,,,,D,Fr,"Madrid, Spain",IES Gabriel Cisneros
Greenville,III,2024,588292,,,,,,,Fr,"Rivas Vaciamadrid, Spain",Sagrado Corazon Jesus
Greenville,III,2024,588292,,,,,,D,Fr,"Boadilla del Monte, Spain",IES Maximo Trueba
Greenville,III,2024,588292,,,,,,M,Fr,"Niteroi, Brazil",Putnam Science Academy
Greenville,III,2024,588292,,,,,,M,Fr,"Niteroi, Brazil",Hoosac
Greenville,III,2024,588292,,,,,,M,So,"Rome, Italy",Giulio Verne
Greenville,III,2024,588292,,,,,,F,Jr,"Mexico City, Mexico",Mexico City
Greenville,III,2024,588292,,,,,,F,So,"Burbank, Ill.",Reavis
Greenville,III,2024,588292,,,,,,D,Fr,"Sao Paulo, Brazil",Poliedro
Greenville,III,2024,588292,,,,,,D,So,"Bogota, Colombia",Colegio Bilingue Richmond
Greenville,III,2024,588292,,,,,,M/D,Fr,"Benalmadena, Spain",IES Cerro del Viento
Greenville,III,2024,588292,,,,,,GK,Fr,"Hamburg, Germany",Friedrich Ebert Gymnasium
Greenville,III,2024,588292,,,,,,GK,Fr,"Madrid, Spain",Colegio Montpellier
Greenville,III,2024,588292,,,,,,GK,Fr,"Belleville, Ill.",Althoff Catholic
Greenville,III,2024,588292,,,,,,F/M,Fr,"Banfield, Argentina",Colegio Westminster
Greenville,III,2024,588292,,,,,,F,Fr,"Sao Paulo, Brazil",Colegio Pro-Saber Bio
Greenville,III,2024,588292,,,,,,M,Jr,"Weldon, Ill.",Decatur Christian
Greenville,III,2024,588292,,,,,,,Fr,"Paterna, Spain",Colegio El Armelar
Greenville,III,2024,588292,,,,,,D,Fr,"Stockholm, Sweden",NTI Handelsgymnasiet
Greenville,III,2024,588292,,,,,,Team Manager,Fr,"Batesville, Miss.",South Panola
Greenville,III,2024,588292,,,,,,Team Manager,Fr,"Momence, Ill.",Momence Community
Greenville,III,2024,588292,,,,,,Team Manager,Fr,"Jacksonville, Ill.",Jacksonville
Hanover,III,2024,1115,,,,,,,,,
Haverford,III,2024,588526,,,0,Simon Bank,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/bank_simon_1njb,GK,,"Los Angeles, Calif.",Geffen Academy at UCLA
Haverford,III,2024,588526,,,1,Jackson Simon,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/simon_jackson_t5ba,GK,,"Santa Monica, Calif.",Crossroads
Haverford,III,2024,588526,,,3,Reed Sussman,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/sussman_reed_od7p,M/D,,"Dallas, Texas",St. Mark's School of Texas
Haverford,III,2024,588526,,,4,Josh Brown,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/brown_josh_7jq6,M/D,,"Shaker Heights, Ohio",Shaker Heights
Haverford,III,2024,588526,,,5,Pavel Yurkov,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/yurkov_pavel_g2l8,M/D,,"Summit, N.J.",Summit
Haverford,III,2024,588526,,,6,Max Lovinger,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/lovinger_max_jero,M,,"Chevy Chase, Md.",Bethesda-Chevy Chase
Haverford,III,2024,588526,,,7,Aaron Park,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/park_aaron_xdc7,M,,"Cumberland, Maine",Greely
Haverford,III,2024,588526,,,9,Andrew Fritz,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/fritz_andrew_3892,F,,"Ellicott City, Md.",Centennial
Haverford,III,2024,588526,,,10,Thomas Vanni,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/vanni_thomas_gmuz,M,,"Wilmington, Del.",Tower Hill School
Haverford,III,2024,588526,,,11,Gabe Knopf,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/knopf_gabe_v8dd,M,,"New York, N.Y.",Fieldston
Haverford,III,2024,588526,,,12,John Dowd,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/dowd_john_6nwt,M,,"Washington, D.C.",Maret School
Haverford,III,2024,588526,,,14,Jack Bonner,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/bonner_jack_yo7p,M,,"Malvern, Pa.",Episcopal Academy
Haverford,III,2024,588526,,,15,Derek Zhang,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/zhang_derek_xhhq,D,,"Garnet Valley, Pa.",Deerfield Academy
Haverford,III,2024,588526,,,16,Jonathan D'Amour,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/d-armour_jonathan_sobn,M,,"Dennis, Mass.",Worcester Academy
Haverford,III,2024,588526,,,17,Tyler Jones,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/jones_tyler_foko,D,,"Natick, Mass.",Buckingham Browne and Nichols
Haverford,III,2024,588526,,,18,Aidan Lacy,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/lacy_aidan_36bx,M,,"Raymore, Mo.",Pembroke Hill
Haverford,III,2024,588526,,,19,Aidan Griggs,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/griggs_aidan_l6ez,M,,"Sonoma, Calif.",Sonoma Valley
Haverford,III,2024,588526,,,20,Austin Emile,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/emile_austin_zh5m,D,,"New Rochelle, N.Y.",Ethical Culture Fieldston School
Haverford,III,2024,588526,,,21,Juan Rivera,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/rivera_juan_vn5a,M,,"Miami, Fla.",Ransom Everglades
Haverford,III,2024,588526,,,22,Kieran Kunihiro,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/kunihiro_kieran_0pll,D,,"Menlo Park, Calif.",Menlo-Atherton
Haverford,III,2024,588526,,,24,Carter Kroenke,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/kroenke_carter_717q,D,,"Portland, Ore.",Ida B. Wells
Haverford,III,2024,588526,,,25,Joey Carol,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/carol_joey_0d6o,M,,"Cornelius, N.C.",Woodlawn School
Haverford,III,2024,588526,,,26,Conrad Coyanda-Parkzes,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/coyanda-parkzes_conrad_7nmh,D,,"Watertown, Conn.",The Taft School
Haverford,III,2024,588526,,,27,Aidan Rodriguez,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/rodriguez_aidan_jk7k,F,,"Berkeley, Calif.",Berkeley
Haverford,III,2024,588526,,,28,Saylen Cardoni,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/cardoni_saylen_c01e,M,,"Lafayette, Calif.",Acalanes
Haverford,III,2024,588526,,,33,Ollie McNamara,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/mcnamara_oliver_zaf6,GK,,"Somerville, Mass.",Buckingham Browne and Nichols
Haverford,III,2024,588526,,,39,Oscar Guardo,https://www.haverfordathletics.com/sports/msoc/2024-25/bios/guardo_oscar_e1ug,D/M,,"Los Angeles, Calif.",Crossroads
Hope,III,2024,286,,,,,,,,,
Huntingdon,III,2024,588296,,,,,,GK,,,
Huntingdon,III,2024,588296,,,,,,GK,,,
Huntingdon,III,2024,588296,,,,,,M/D,,,
Huntingdon,III,2024,588296,,,,,,M/D,,,
Huntingdon,III,2024,588296,,,,,,CB,,,
Huntingdon,III,2024,588296,,,,,,M/D,,,
Huntingdon,III,2024,588296,,,,,,M/F,,,
Huntingdon,III,2024,588296,,,,,,W/F,,,
Huntingdon,III,2024,588296,,,,,,F/M,,,
Huntingdon,III,2024,588296,,,,,,M/D,,,
Huntingdon,III,2024,588296,,,,,,D,,,
Huntingdon,III,2024,588296,,,,,,W/F,,,
Huntingdon,III,2024,588296,,,,,,D,,,
Huntingdon,III,2024,588296,,,,,,M,,,
Huntingdon,III,2024,588296,,,,,,D,,,
Huntingdon,III,2024,588296,,,,,,D/M,,,
Huntingdon,III,2024,588296,,,,,,CB,,,
Huntingdon,III,2024,588296,,,,,,M/D,,,
Huntingdon,III,2024,588296,,,,,,F/M,,,
Huntingdon,III,2024,588296,,,,,,M/D,,,
Huntingdon,III,2024,588296,,,,,,W/F,,,
Huntingdon,III,2024,588296,,,,,,CM,,,
Huntingdon,III,2024,588296,,,,,,D,,,
Huntingdon,III,2024,588296,,,,,,W/F,,,
Huntingdon,III,2024,588296,,,,,,W/F,,,
Huntingdon,III,2024,588296,,,,,,W/F,,,
Huntingdon,III,2024,588296,,,,,,W/F,,,
Huntingdon,III,2024,588296,,,,,,D,,,
Huntingdon,III,2024,588296,,,,,,M,,,
Huntingdon,III,2024,588296,,,,,,GK,,,
Huntingdon,III,2024,588296,,,,,,GK,,,
Juniata,III,2024,588552,,,0,Gavin Robb,https://www.juniatasports.net/sports/msoc/2024-25/bios/robb_gavin_xttk,GK,So.,Penns Valley,Penns Valley H.S.
Juniata,III,2024,588552,,,1,Jackson Gamel,https://www.juniatasports.net/sports/msoc/2024-25/bios/gamel_jackson_6uvw,GK,Jr.,"Burlington Township, N.J.",Burlington Township High School
Juniata,III,2024,588552,,,2,Aidan Carlisle,https://www.juniatasports.net/sports/msoc/2024-25/bios/carlisle_aidan_77hw,D,Fy.,,
Juniata,III,2024,588552,,,3,Victor Vandenbroek,https://www.juniatasports.net/sports/msoc/2024-25/bios/vandenbroek_victor_sdjz,M,Sr.,"Sarasota, Fla.",IMG Academy
Juniata,III,2024,588552,,,5,Nathan Weick,https://www.juniatasports.net/sports/msoc/2024-25/bios/weick_nathan_cukh,M,Jr.,"Cinnaminson, N.J.",Cinnaminson High School
Juniata,III,2024,588552,,,6,Ty Mazzarella,https://www.juniatasports.net/sports/msoc/2024-25/bios/mazzarella_ty_o861,D,Jr.,"York, Pa.",Dallastown Area High School
Juniata,III,2024,588552,,,7,Shawn Tanaka,https://www.juniatasports.net/sports/msoc/2024-25/bios/tanaka_shawn_ryota_t5h5,F,Fy.,"Tokyo, JP",Ryukei University Kashiwa H.S.
Juniata,III,2024,588552,,,8,Adrian Dahl,https://www.juniatasports.net/sports/msoc/2024-25/bios/dahl_adrian_tu5o,F,Fy.,"Hummelstown, Pa.",Hershey H. S.
Juniata,III,2024,588552,,,9,Brant Walters,https://www.juniatasports.net/sports/msoc/2024-25/bios/walters_brant_tvm4,D,So.,"Mifflintown, Pa.",Juniata HS
Juniata,III,2024,588552,,,10,Jacob Haynes,https://www.juniatasports.net/sports/msoc/2024-25/bios/haynes_jacob_62k2,M,So.,"Atlanta, Ga.",Lanier HS
Juniata,III,2024,588552,,,11,Jayden Gaynor,https://www.juniatasports.net/sports/msoc/2024-25/bios/gaynor_jayden_k6h6,F,So.,"Brampton, Ontario",Western Reserve Academy
Juniata,III,2024,588552,,,12,Kerry Forney,https://www.juniatasports.net/sports/msoc/2024-25/bios/forney_kerry_zhz8,M,So.,"Millersburg, Pa.",Millersburg HS
Juniata,III,2024,588552,,,13,Jase Colino,https://www.juniatasports.net/sports/msoc/2024-25/bios/colino_jase_hirm,D,So.,"Lancaster, Pa.",Hempfield HS
Juniata,III,2024,588552,,,14,Nico Betancourt,https://www.juniatasports.net/sports/msoc/2024-25/bios/betancourt_nicolas_d31v,F,Fy.,"Maracaibo, VE",UE Colegio Bellas Artes
Juniata,III,2024,588552,,,15,Donovan Goad,https://www.juniatasports.net/sports/msoc/2024-25/bios/goad_donovan_eeqn,D,Sr.,"Frederick, MD",Gov. Thomas Johnson HS
Juniata,III,2024,588552,,,16,Advait Sawant,https://www.juniatasports.net/sports/msoc/2024-25/bios/sawant_advait_r66t,D,So.,"Mumbai, India",Corvuss American Academy
Juniata,III,2024,588552,,,17,Brandon Marzula,https://www.juniatasports.net/sports/msoc/2024-25/bios/marzula_brandon_51sm,M,Jr.,"Wexford, Pa.",North Allegeny High School
Juniata,III,2024,588552,,,18,Beckett Young,https://www.juniatasports.net/sports/msoc/2024-25/bios/young_beckett_okjl,M,Fy.,"Swarthmore, Pa.",Strath Haven
Juniata,III,2024,588552,,,19,Bennet Calaman,https://www.juniatasports.net/sports/msoc/2024-25/bios/calaman_bennet_u9xv,D,Fy.,"Dillsburg, Pa.",Northern H.S.
Juniata,III,2024,588552,,,20,Jozef Christman,https://www.juniatasports.net/sports/msoc/2024-25/bios/christman_jozef_o3ru,D,Fy.,"Mt.Airy, Pa.",Friends Central
Juniata,III,2024,588552,,,22,Gavin Rauhut,https://www.juniatasports.net/sports/msoc/2024-25/bios/rauhut_gavin_8utq,D,Jr.,"Boiling Springs, Pa.",Boiling Spring High School
Juniata,III,2024,588552,,,23,Zachary Anagnos,https://www.juniatasports.net/sports/msoc/2024-25/bios/anagnos_zachary_w7yi,D,So.,"Wayne, Pa.",The Shipley School
Juniata,III,2024,588552,,,24,Sean Weiland,https://www.juniatasports.net/sports/msoc/2024-25/bios/weiland_sean_j5aj,D,Sr.,"Frederick, Md.",Governor Thomas Johnson
Juniata,III,2024,588552,,,25,John Hanosek,https://www.juniatasports.net/sports/msoc/2024-25/bios/hanosek_john_yeyz,D,Sr.,"Palmyra, Pa.",Palmyra Area
Juniata,III,2024,588552,,,27,Harshaan Grewal,https://www.juniatasports.net/sports/msoc/2024-25/bios/grewal_harshaan_g53u,D,Jr.,"Grantville, Pa.",Lower Dauphin HS
Juniata,III,2024,588552,,,28,Gio Amesti,https://www.juniatasports.net/sports/msoc/2024-25/bios/amesti_giovanni_a31o,M,Fy.,"Ronkonkoma, N.Y",Sachem East H. S.
Juniata,III,2024,588552,,,30,Ryan Angelone,https://www.juniatasports.net/sports/msoc/2024-25/bios/angelone_ryan_tzu1,D,So.,"Berlin, N.J.",Eastern Regional HS
Juniata,III,2024,588552,,,31,Anthony Winkler,https://www.juniatasports.net/sports/msoc/2024-25/bios/winkler_anthony_wx2x,GK,Fy.,"New City, NY",Clarkstown H. S. South
Juniata,III,2024,588552,,,33,Jalen Holliday,https://www.juniatasports.net/sports/msoc/2024-25/bios/holliday_jalen_pu5i,F,So.,"McLean, Va.",McLean HS
Juniata,III,2024,588552,,,34,Rowan Revata,https://www.juniatasports.net/sports/msoc/2024-25/bios/revata_rowan_n8ce,M,So.,"Muncy, Pa.",Muncy HS
Juniata,III,2024,588552,,,39,Maxwell Mattioni,https://www.juniatasports.net/sports/msoc/2024-25/bios/mattioni_maxwell_35ep,GK,So.,"Drexel Hill, Pa.",Friends Central School
Kalamazoo,III,2024,326,,,,,,,,,
King (TN),II,2024,588150,,,,,,,,,
La Roche,III,2024,588300,,,1,Maddox Anderson,https://www.larochesports.com/sports/msoc/2024-25/bios/anderson_maddox_bcgb,Goalkeeper,Freshman,"New Kensington, Pa.",California Univ. (Pa.)/Kiski Area HS
La Roche,III,2024,588300,,,2,Brennan Cowen,https://www.larochesports.com/sports/msoc/2024-25/bios/cowen_brennan_jhp8,Defender,Sophomore,"South Park, Pa.",South Park HS
La Roche,III,2024,588300,,,3,Aiden Mukanos-Kramer,https://www.larochesports.com/sports/msoc/2024-25/bios/mukanos-kramer_aiden_mmq8,,Freshman,"Aliquippa, Pa.",Hopewell HS
La Roche,III,2024,588300,,,4,Mario Pinilla Pont,https://www.larochesports.com/sports/msoc/2024-25/bios/pinilla_pont_mario_fiad,Defense,Junior,"Barcelona, Spain",Escola Sant Gregori HS
La Roche,III,2024,588300,,,5,Anthony Valerio,https://www.larochesports.com/sports/msoc/2024-25/bios/valerio_anthony_l6ch,Midfield,Junior,"Elizabeth, Pa.",Elizabeth Forward HS
La Roche,III,2024,588300,,,6,Landon Mukanos-Kramer,https://www.larochesports.com/sports/msoc/2024-25/bios/mukanos-kramer_landon_zikf,,Freshman,"Aliquippa, Pa.",Hopewell HS
La Roche,III,2024,588300,,,7,Caden Malek,https://www.larochesports.com/sports/msoc/2024-25/bios/malek_caden_llnr,Forward,Junior,"McElhattan, Pa.",Central Mountain HS
La Roche,III,2024,588300,,,8,Jesus Angel Jimenez,https://www.larochesports.com/sports/msoc/2024-25/bios/angel_jimenez_jesus_shqh,Forward,Senior,"Indianapolis, Ind.",Bethel Univ./Lawrence North HS
La Roche,III,2024,588300,,,9,Jaden Winterhalter,https://www.larochesports.com/sports/msoc/2024-25/bios/winterhalter_jaden_ajkb,,Freshman,"Industry, Pa.",Western Beaver HS
La Roche,III,2024,588300,,,10,Tyler Bryan,https://www.larochesports.com/sports/msoc/2024-25/bios/bryan_tyler_x5qk,Midfield,Senior,"Pittsburgh, Pa.",Avonworth HS
La Roche,III,2024,588300,,,11,Malvin Madzimbamuto,https://www.larochesports.com/sports/msoc/2024-25/bios/madzimbamuto_malvin_aqop,Forward,Sophomore,"Bulawayo, Zimbabwe",Juniata College/St. Thomas School
La Roche,III,2024,588300,,,12,Niko Manos,https://www.larochesports.com/sports/msoc/2024-25/bios/manos_niko_92bm,Defense,Sophomore,"Ambridge, Pa.",Pitt-Greensburg/Ambridge HS
La Roche,III,2024,588300,,,13,Landon Rocke,https://www.larochesports.com/sports/msoc/2024-25/bios/rocke_landon_6vuy,,Freshman,"Mars, Pa.",Mars HS
La Roche,III,2024,588300,,,14,Samuel Mastroberardino,https://www.larochesports.com/sports/msoc/2024-25/bios/mastroberardino_samuel_lf3z,Midfield,Junior,"Jeannette, Pa.",Hempfield HS
La Roche,III,2024,588300,,,15,Jack Gardner,https://www.larochesports.com/sports/msoc/2024-25/bios/gardner_jack_zn7b,Defender,Sophomore,"Upper St. Clair, Pa.",Upper St. Clair HS
La Roche,III,2024,588300,,,16,Jacob Henderson,https://www.larochesports.com/sports/msoc/2024-25/bios/henderson_jacob_j6qg,Defender,Sophomore,"Crandall, Texas",Crandall HS
La Roche,III,2024,588300,,,17,Mwamba Lungu,https://www.larochesports.com/sports/msoc/2024-25/bios/lungu_mwamba_zji5,Midfield,Sophomore,,Brobab International School
La Roche,III,2024,588300,,,18,Jacob Packard,https://www.larochesports.com/sports/msoc/2024-25/bios/packard_jacob_67lw,,Freshman,"Wexford, Pa.",North Allegheny HS
La Roche,III,2024,588300,,,19,Ethan Illerbrun,https://www.larochesports.com/sports/msoc/2024-25/bios/illerbrun_ethan_ncgt,,Freshman,"Kane, Pa.",Kane Area HS
La Roche,III,2024,588300,,,20,Jayden Fezatte,https://www.larochesports.com/sports/msoc/2024-25/bios/fezatte_jayden_s2o4,,Freshman,"Queen Creek, Ariz.",Queen Creek HS
La Roche,III,2024,588300,,,21,Mohammed Alhazmi,https://www.larochesports.com/sports/msoc/2024-25/bios/alhazmi_mohammed_0259,Midfield,Senior,"Riyadh, Saudi Arabia",Alshoura HS
La Roche,III,2024,588300,,,22,Logan Romasco,https://www.larochesports.com/sports/msoc/2024-25/bios/romasco_logan_48s6,,Freshman,"Economy, Pa.",Bethany College/Ambridge HS
La Roche,III,2024,588300,,,23,Aiden Burkhart,https://www.larochesports.com/sports/msoc/2024-25/bios/burkhart_aiden_lj4a,,Freshman,,
La Roche,III,2024,588300,,,24,Owen Senft,https://www.larochesports.com/sports/msoc/2024-25/bios/senft_owen_chpv,,Freshman,"York, Pa.",York Suburban HS
La Roche,III,2024,588300,,,27,Nathaniel Gray,https://www.larochesports.com/sports/msoc/2024-25/bios/gray_nathaniel_xrlc,Defender,Sophomore,"Derry, Pa.",Derry Area HS
La Roche,III,2024,588300,,,28,Faustin Kabayiza,https://www.larochesports.com/sports/msoc/2024-25/bios/kabayiza_faustin_fvfh,,Freshman,"Pittsburgh, Pa.",Baldwin HS
La Roche,III,2024,588300,,,29,Christian Mushayuma,https://www.larochesports.com/sports/msoc/2024-25/bios/mushayuma_christian_ffb0,,Freshman,"Baltimore, Md.",Cristo Rey Jesuit HS
La Roche,III,2024,588300,,,30,Austin Emery,https://www.larochesports.com/sports/msoc/2024-25/bios/emery_austin_2kyd,,Freshman,"Jeannette, Pa.",Jeannette HS
La Roche,III,2024,588300,,,31,Logan McQueen,https://www.larochesports.com/sports/msoc/2024-25/bios/mcqueen_logan_zfj5,Goalkeeper,Junior,"Smithton, Pa.",Yough HS
La Roche,III,2024,588300,,,35,Ramadhan Hamis Nkubas,https://www.larochesports.com/sports/msoc/2024-25/bios/hamis_nkubas_ramadhan_95v5,Forward,Sophomore,"Arusha, Tanzania",St. Peter Claver HS
LaGrange,III,2024,1162,,,,,,,,,
Lander,II,2024,1167,,,,,,,,,
Lasell,III,2024,588334,,,00,Antonio Centracchio,https://www.lasell.edu/sports/msoc/2024-25/bios/centracchio_antonio_r4ok,Goalkeeper,Senior,"Springfield, Mass.",Springfield Central
Lasell,III,2024,588334,,,1,Cameron McDonough,https://www.lasell.edu/sports/msoc/2024-25/bios/mcdonough_cameron_7g0a,Goalkeeper,Senior,"Melrose, Massachusetts",Melrose
Lasell,III,2024,588334,,,2,John Pryce,https://www.lasell.edu/sports/msoc/2024-25/bios/pryce_john_qnxe,Defense/Midfield,Senior,"Hartford, Connecticut",Capital Prep Magnet
Lasell,III,2024,588334,,,3,Jake Flad,https://www.lasell.edu/sports/msoc/2024-25/bios/flad_jake_k762,Defender,Senior,"Glastonbury, Connecticut",Glastonbury
Lasell,III,2024,588334,,,4,William McFadyen,https://www.lasell.edu/sports/msoc/2024-25/bios/mcfadyen_william_7j9w,Defense,Junior,"Tewksbury, Massachusetts",Lowell Catholic
Lasell,III,2024,588334,,,5,Ryan Klopchin,https://www.lasell.edu/sports/msoc/2024-25/bios/klopchin_ryan_gkvs,Midfield,Junior,"Butler, New Jersey",Butler
Lasell,III,2024,588334,,,6,Daniel Augustine,https://www.lasell.edu/sports/msoc/2024-25/bios/augustine_daniel_cx1a,Defense,Sophomore,"Bolton, Massachusetts",Nashoba Regional
Lasell,III,2024,588334,,,7,Liam Thompson,https://www.lasell.edu/sports/msoc/2024-25/bios/thompson_liam_sjnl,Midfield,Junior,"Jericho, Vermont",Mount Mansfield Union
Lasell,III,2024,588334,,,8,Vaughn Kimball,https://www.lasell.edu/sports/msoc/2024-25/bios/kimball_vaughn_63mi,Forward,Junior,"Mendon, Massachusetts",Willow Hill
Lasell,III,2024,588334,,,9,Dillon Winkelmann,https://www.lasell.edu/sports/msoc/2024-25/bios/winkelmann_dillon_gxf8,Midfield,Junior,"Spencer, Massachusetts",Auburn
Lasell,III,2024,588334,,,10,Michael Guzzone,https://www.lasell.edu/sports/msoc/2024-25/bios/guzzone_michael_1oes,Midfielder,Senior,"Shoreham, New York",Shoreham-Wading River
Lasell,III,2024,588334,,,11,Jonathan Leone,https://www.lasell.edu/sports/msoc/2024-25/bios/leone_jonathan_wkdr,Defense/Midfield,Senior,"Reading, Massachusetts",Reading Memorial
Lasell,III,2024,588334,,,12,Ryan Dinoff,https://www.lasell.edu/sports/msoc/2024-25/bios/dinoff_ryan_clmx,Forward,Sophomore,"Nashua, Massachusetts",Nashua North
Lasell,III,2024,588334,,,13,Jeremy Perez,https://www.lasell.edu/sports/msoc/2024-25/bios/perez_jeremy_5dtd,Defense,Junior,"Tewksbury, Massachusetts",Shawsheen Valley Technical
Lasell,III,2024,588334,,,15,Owen O'Brien,https://www.lasell.edu/sports/msoc/2024-25/bios/o-brien_owen_6vy5,Forward,Sophomore,"Fiskdale, Massachusetts",Tantasqua Regional
Lasell,III,2024,588334,,,16,Masato Takeshita,https://www.lasell.edu/sports/msoc/2024-25/bios/takeshita_masato_p14b,Forward/Midfield,Sophomore,"Chigasaki, Japan",Sha Tin College
Lasell,III,2024,588334,,,18,Avery Reid,https://www.lasell.edu/sports/msoc/2024-25/bios/reid_avery_vfws,Forward,Sophomore,"North Dartmouth, Massachusetts",Dartmouth
Lasell,III,2024,588334,,,19,Girish Raghunathan,https://www.lasell.edu/sports/msoc/2024-25/bios/raghunathan_girish_wynw,Forward/Midfield,Sophomore,"West Roxbury, Massachusetts",Boston Latin
Lasell,III,2024,588334,,,20,John Zaslow,https://www.lasell.edu/sports/msoc/2024-25/bios/zaslow_john_yfza,Defense/Midfield,Senior,"Trumbull, Connecticut",Trumbull
Lasell,III,2024,588334,,,21,Shane Previti,https://www.lasell.edu/sports/msoc/2024-25/bios/previti_shane_zssm,Forward,Senior,"Lakeville, Massachusetts",Apponequet Regional
Lasell,III,2024,588334,,,22,Mpumelelo Maphumulo,https://www.lasell.edu/sports/msoc/2024-25/bios/maphumulo_mpumelelo_x2ce,Forward,Graduate,"Pietermaritzburg, South Africa",Maritzburg
