jersey,name,url,position,class,hometown,high_school,team,division,season
12,Lars Schutrups,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/schutrups_lars_vgqv,M,Sr.,,,Tusculum,II,2024
13,Felix Triftshauser,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/triftshauser_feliz_2b7n,M,Fr.,,,Tusculum,II,2024
14,William Lerby,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/lerby_william_ni9q,D,Sr.,,,Tusculum,II,2024
15,Enoch Brako,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/brako_enoch_nuk2,M,Fr.,,,Tusculum,II,2024
16,Devin Vital,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/vital_devin_2m5m,M,Jr.,,,Tusculum,II,2024
17,Kadmiel Anderson,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/anderson_kadmiel_47yt,D,So.,,,Tusculum,II,2024
18,Dylan Salomon,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/salomon_dylan_4hma,F,So.,,,Tusculum,II,2024
19,JP Campione,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/campione_jp_un4w,M,Fr.,,,Tusculum,II,2024
20,Matheus Daibert,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/daibert_matheus_nw4j,M,So.,,,Tusculum,II,2024
21,Tomas Ramos,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/ramos_tomas_hzcj,M,Fr.,,,Tusculum,II,2024
22,David Evans,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/evans_david_1wym,F,Sr.,,,Tusculum,II,2024
23,Juan Tapia,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/tapia_juan_8h60,D,Fr.,,,Tusculum,II,2024
24,Bertram Josefsen,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/josefsen_bertram_c1vz,D,Fr.,,,Tusculum,II,2024
25,Lorenzo Jacon,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/jacon_lorenzo_znhq,F,Fr.,,,Tusculum,II,2024
26,Kelechi Ekeleme,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/ekeleme_kelechi_88k4,F,Fr.,,,Tusculum,II,2024
27,Kasper Hansen,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/hansen_kasper_yt5x,D,So.,,,Tusculum,II,2024
28,Pedro Avila,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/avila_pedro_ydwu,M,Fr.,,,Tusculum,II,2024
29,Dimitri Davourlis,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/davourlis_dimitri_q4cd,D,Jr.,,,Tusculum,II,2024
31,Gio Carneiro,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/carneiro_gio_v00q,M,Fr.,,,Tusculum,II,2024
32,Gustavo Figueira Oliveira,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/figueira_oliveira_gustavo_7qru,D,Jr.,,,Tusculum,II,2024
33,Mateo Mialet,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/mialet_mateo_glgn,M,Fr.,,,Tusculum,II,2024
34,Vinicius de Andrade,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/idalgo_vinicius_il6c,M,Jr.,,,Tusculum,II,2024
35,Wilfredo Castillo,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/castillo_wilfredo_ao8e,M,Fr.,,,Tusculum,II,2024
36,Zaki Goes,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/goes_zaki_73wz,F,Fr.,,,Tusculum,II,2024
37,Carlos Perez,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/perez_carlos_0wku,F,So.,,,Tusculum,II,2024
38,Noe Delmotte,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/delmotte_noe_k399,GK,Fr.,,,Tusculum,II,2024
39,Leonardo Padilla Davalos,https://www.tusculumpioneers.com/sports/msoc/2024-25/bios/padilla_leonardo_ifpa,GK,So.,,,Tusculum,II,2024
3,Landon Amell,https://www.nvubadgers.com/sports/msoc/2024-25/bios/amell_landon_dy7c,Defense,Fy.,,,VTSU-Johnson,III,2024
4,Daniel Manning,https://www.nvubadgers.com/sports/msoc/2024-25/bios/manning_daniel_o8d8,Defense,Fy.,,,VTSU-Johnson,III,2024
5,Simon Benitez,https://www.nvubadgers.com/sports/msoc/2024-25/bios/benitez_simon_ct3c,Midfield,Jr.,,,VTSU-Johnson,III,2024
6,Mohammed Semega,https://www.nvubadgers.com/sports/msoc/2024-25/bios/semega_mohammed_140h,Defense,Jr.,,,VTSU-Johnson,III,2024
8,Carter Hubley,https://www.nvubadgers.com/sports/msoc/2024-25/bios/hubley_carter_teeh,Defense,Jr.,,,VTSU-Johnson,III,2024
9,Jonathan Cayole,https://www.nvubadgers.com/sports/msoc/2024-25/bios/cayole_jonathan_z9ap,Midfield,Fy.,,,VTSU-Johnson,III,2024
10,Oakley Francis,https://www.nvubadgers.com/sports/msoc/2024-25/bios/francis_oakley_ntdg,Midfield,Fy.,,,VTSU-Johnson,III,2024
11,Emiliano Gomez,https://www.nvubadgers.com/sports/msoc/2024-25/bios/gomez_emiliano_q5v4,Forward,Fy.,,,VTSU-Johnson,III,2024
12,Garrett Bianchi,https://www.nvubadgers.com/sports/msoc/2024-25/bios/bianchi_garrett_tzef,Midfield,Fy.,,,VTSU-Johnson,III,2024
13,Lucas Gehring,https://www.nvubadgers.com/sports/msoc/2024-25/bios/gehring_lucas_nb5d,Midfield,Jr.,,,VTSU-Johnson,III,2024
14,Logan Ingalls,https://www.nvubadgers.com/sports/msoc/2024-25/bios/ingalls_logan_h338,Midfield,So.,,,VTSU-Johnson,III,2024
15,Lucas Marchessault,https://www.nvubadgers.com/sports/msoc/2024-25/bios/marchessault_lucas_r3dn,Defense,Fy.,,,VTSU-Johnson,III,2024
16,Jayden Johnson,https://www.nvubadgers.com/sports/msoc/2024-25/bios/johnson_jayden_o4aj,Defense,Fy.,,,VTSU-Johnson,III,2024
18,Io Binder,https://www.nvubadgers.com/sports/msoc/2024-25/bios/binder_io_yyzm,Midfield,Fy.,,,VTSU-Johnson,III,2024
20,Owen Marchessault,https://www.nvubadgers.com/sports/msoc/2024-25/bios/marchessault_owen_pwaq,Midfield,So.,,,VTSU-Johnson,III,2024
21,Liam Carrick,https://www.nvubadgers.com/sports/msoc/2024-25/bios/carrick_liam_8hfa,Defense,So.,,,VTSU-Johnson,III,2024
23,Spencer Tergeoglou,https://www.nvubadgers.com/sports/msoc/2024-25/bios/tergeoglou_spencer_4det,Midfield,Jr.,,,VTSU-Johnson,III,2024
25,Raymond Baka,https://www.nvubadgers.com/sports/msoc/2024-25/bios/baka_raymond_t5hv,Forward,Sr.,,,VTSU-Johnson,III,2024
78,Carlos Dominguez,https://www.nvubadgers.com/sports/msoc/2024-25/bios/dominguez_carlos_og4m,Goalkeeper,Gr.,,,VTSU-Johnson,III,2024
00,Adrian Sanchez,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/sanchez_adrian_7it7,GK,Fr.,"Chorrera, Panama",Colegio Bilingüe María Auxiliadora,Wentworth,III,2024
0,Mason Brooks,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/brooks_mason_l5pv,GK,So.,"Hudson, N.H.",Alvirne,Wentworth,III,2024
1,Noah Lawless,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/lawless_noah_t7ie,GK,Gr.,"Whitefish Bay, Wisc.",Whitefish Bay,Wentworth,III,2024
2,Shane Byrne,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/byrne_shane_vr88,M,So.,"West Haven, Conn.",Notre Dame,Wentworth,III,2024
3,Sam Biafore,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/biafore_sam_bz3h,M,Jr.,"Wakefield, R.I.",South Kingstown,Wentworth,III,2024
4,Angel Rojas,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/rojas_angel_a8iv,B,Fr.,"Caracas, Venezuela",Cypress Creek,Wentworth,III,2024
5,Collin Harrington,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/harrington_collin_fwrd,M,Fr.,"Pepperell, Mass.",North Middlesex Regional,Wentworth,III,2024
7,Christopher Jimenez,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/jimenez_christopher_mt5v,F,Sr.,"Doral, Fla.",Doral Academy,Wentworth,III,2024
8,Sam Wong,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/wong_sam_cfvn,M,Jr.,"Quincy, Mass.",North Quincy,Wentworth,III,2024
9,Charles Gaynor,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/gaynor_charles_a8lt,B,Fr.,"Waltham, Mass.",Waltham Senior,Wentworth,III,2024
10,Carlos Jimenez,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/jimenez_carlos_pbkt,M,Fr.,"Doral, Fla.",Doral Academy,Wentworth,III,2024
11,Luis Valiente,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/valiente_luis_tj7n,M,Fr.,"Puebla, Mexico",Vermont Academy,Wentworth,III,2024
12,Ryan Dunbar,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/dunbar_ryan_3nam,M,Jr.,"Wantagh, N.Y.",Wantagh,Wentworth,III,2024
13,Dylan Michaud,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/michaud_dylan_b6dc,F,So.,"Hopkinton, Mass.",Hopkinton,Wentworth,III,2024
14,Adam Robertson,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/robertson_adam_j9th,B,So.,"Lake Oswego, Ore.",Lake Oswego,Wentworth,III,2024
15,Ethan Trejo,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/trejo_ethan_q684,F,So.,"Dover, N.H.",Dover,Wentworth,III,2024
16,Kingston McGee,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/mcgee_kingston_u4uh,B,Fr.,"Sutton, Mass.",Sutton,Wentworth,III,2024
17,Jake Silva,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/silva_jake_yo9h,B,Jr.,"Atkinson, N.H.",Timberlane Regional,Wentworth,III,2024
18,Zachary Redondo,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/redondo_zachary_ljw1,B,So.,"Glassboro, N.J.",Scholar Athletes Leadership Academy,Wentworth,III,2024
19,Vinny Dentrone,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/dentrone_vinny_w7bw,F,Fr.,"Hauppauge, N.Y.",Saint Anthony's,Wentworth,III,2024
20,Parker Cheyne,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/cheyne_parker_qsaf,F,Fr.,"Hollis, N.H.",Hollis Brookline,Wentworth,III,2024
21,Michael Liquori,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/liquori_michael_sab7,M,Fr.,"Westfield, Mass.",Westfield,Wentworth,III,2024
22,Tommy Lomuscio,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/lomuscio_tommy_fb2t,B,Fr.,"Wrentham, Mass.",King Philip Regional,Wentworth,III,2024
23,Alex Burnham,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/burnham_alex_kmac,M,So.,"Gilmanton Iron Works, N.H.",Gilford,Wentworth,III,2024
24,Elan Mendivil,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/mendivil_elan_c24t,B,Jr.,"Irvine, Calif.",University,Wentworth,III,2024
25,Nicholas Ruggeri,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/ruggeri_nicholas_4nn1,GK,Fr.,"Canton, Mass.",Canton,Wentworth,III,2024
26,Younes Henniche,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/henniche_younes_ohd0,F,Fr.,"Woburn, Mass.",Burlington,Wentworth,III,2024
27,Sammy Hadouche,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/hadouche_sammy_92ve,F,So.,"Nashua, N.H.",Nashua South,Wentworth,III,2024
29,Adamo Tsakiris,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/tsakiris_adamo_za86,B,Fr.,"Laval, Que.",Laval Senior Academy,Wentworth,III,2024
33,Giovanni Ruggeri,https://www.wentworthathletics.com/sports/msoc/2024-25/bios/ruggieri_giovanni_4moq,GK,Jr.,"Canton, Mass.",Canton,Wentworth,III,2024
0,Marko Kononenko,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/kononenko_marko_lu0p,Goalkeeper,Fy.,"Kyiv, Ukraine",Monument Mountain,Westfield State,III,2024
1,Berto Truoiolo,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/truoiolo_berto_3in7,Goalkeeper,So.,"Springfield, Mass.",Pope Francis,Westfield State,III,2024
2,Ryan Denehy,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/denehy_ryan_6l6z,Defense,Jr.,"Littleton, Mass.",Littleton,Westfield State,III,2024
3,Sonny Mazza,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/mazza_santino_7ar2,Forward,Jr.,"East Longmeadow, Mass.",East Longmeadow,Westfield State,III,2024
4,Carter Daughdrill,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/daughdrill_carter_7usb,Defense,Jr.,"Easthampton, Mass.",Easthampton,Westfield State,III,2024
5,Aidan Ferguson,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/ferguson_aidan_kmd4,Midfield,Jr.,"Augsburg, Germany",Douglas,Westfield State,III,2024
6,Josh Wietecha,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/wietecha_josh_h4wy,Midfield,Sr.,"Chicopee, Mass.",Chicopee Comp.,Westfield State,III,2024
7,Edwin Zaruma Buri,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/zaruma_buri_edwin_zjiq,Midfield,Sr.,"Northampton, Mass.",Northampton,Westfield State,III,2024
8,Matthew Elmasian,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/elmasian_matthew_47dg,Defense,Sr.,"Springfield, Mass.",Minnechaug,Westfield State,III,2024
9,Jesse Njamnshi,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/njamnshi_jesse_j7vi,Forward,Jr.,"Fitchburg, Mass.",Fitchburg,Westfield State,III,2024
11,Carter Hebert,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/hebert_carter_5h84,Forward,Jr.,"Easthampton, Mass.",Easthampton,Westfield State,III,2024
12,Ethan Margolis,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/margolis_ethan_vo38,Midfield,So.,"Wakefield, Mass.",Wakefield Memorial,Westfield State,III,2024
13,Nicholas Parakilas,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/parakilas_nicholas_g37e,Forward,Jr.,"East Windsor, Conn.",East Windsor,Westfield State,III,2024
14,Dominic Cirelli,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/cirelli_dominic_av5a,Defense,Jr.,"Springfield, Mass.",Central,Westfield State,III,2024
15,Colin Scammon,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/scammon_colin_nsv1,Defense,So.,"Chicopee, Mass.",Chicopee Comp.,Westfield State,III,2024
16,Mateo Navarro,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/navarro_mateo_3iml,Forward,So.,"Westfield, Mass.",Easthampton,Westfield State,III,2024
17,Tim Tkacz,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/tkacz_tim_kyl9,Midfield,Fy.,"Suffield, Conn.",Suffield,Westfield State,III,2024
18,Ben Dawe,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/dawe_ben_k6em,Midfield,So.,"Quincy, Mass.",North Quincy,Westfield State,III,2024
19,Matias Otero,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/otero_matias_o67q,Forward,Jr.,"Rye Brook, N.Y.",Blind Brook,Westfield State,III,2024
21,Jacoby Authier,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/authier_jacoby_b4io,Defense,Sr.,"Holyoke, Mass.",Holyoke,Westfield State,III,2024
22,Charlie Anischik,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/anischik_charlie_s4w1,Forward,So.,"South Hadley, Mass.",South Hadley,Westfield State,III,2024
23,Drew Regnier,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/regnier_drew_ovfc,Forward,Fy.,"Agawam, Mass.",Agawam,Westfield State,III,2024
24,Connor Brown,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/brown_connor_ymf5,Defense,So.,"Franklin, Mass.",Franklin,Westfield State,III,2024
25,Will Bowen,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/bowen_will_4t8z,Midfield,Fy.,"Norfolk, Mass.",King Phillip Regional,Westfield State,III,2024
26,Coleby Andrade,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/andrade_coleby_4fq3,Forward,Sr.,"Falmouth, Mass.",Falmouth,Westfield State,III,2024
27,Carson Moccio,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/moccio_carson_ij2i,Defense,Fy.,"Longmeadow, Mass.",Longmeadow,Westfield State,III,2024
28,Miguel Fortich,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/fortich_miguel_nhok,Midfield,Fy.,"Springfield, Mass.",Central,Westfield State,III,2024
29,Jason Zononi,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/zononi_jason_z1wn,Defense,Fy.,"Williamsburg, Mass.",Hampshire Regional,Westfield State,III,2024
30,Luke Theroux,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/theroux_luke_xafn,Goalkeeper,So.,"Chicopee, Mass.",Chicopee Comp.,Westfield State,III,2024
31,Cooper Garbiel-Achorn,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/garbiel-achorn_cooper_3p2v,Midfield,Fy.,"Holyoke, Mass.",Agawam,Westfield State,III,2024
32,Ryan Viana,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/viana_ryan_nhes,Midfield,Fy.,"Framingham, Mass.",Framingham,Westfield State,III,2024
40,Sean Newmark,https://www.westfieldstateowls.com/sports/msoc/2024-25/bios/newmark_sean_ux6a,Goalkeeper,Fy.,"Trumbull, Conn.",St. Joseph's,Westfield State,III,2024
00,Max Michna,https://www.wcbluejays.com/sports/msoc/2024-25/bios/michna_max_vafk,GK,Fr.,"Webster Groves, MO",Christian Brothers College High School,Westminster (MO),III,2024
0,Hunter Deeken,https://www.wcbluejays.com/sports/msoc/2024-25/bios/deeken_hunter_e8xx,GK,Jr.,"Wentzville, MO",Holt High School,Westminster (MO),III,2024
2,Niklas Olsson,https://www.wcbluejays.com/sports/msoc/2024-25/bios/olsson_niklas_p4sp,M,Sr.,"Kansas City, MO",Liberty High School,Westminster (MO),III,2024
3,Collin Farrell,https://www.wcbluejays.com/sports/msoc/2024-25/bios/farrell_collin_nzn1,D,Sr.,"Sullivan, MO",East Central College,Westminster (MO),III,2024
4,Kaedyn Royer,https://www.wcbluejays.com/sports/msoc/2024-25/bios/royer_kaedyn_ap9g,M,Sr.,"Thayer, IL",North Mac High School,Westminster (MO),III,2024
5,Jack Hughes,https://www.wcbluejays.com/sports/msoc/2024-25/bios/hughes_jack_h9tu,D,So.,"Greenwood, MO",Lee's Summit High School,Westminster (MO),III,2024
6,Tyler Christle,https://www.wcbluejays.com/sports/msoc/2024-25/bios/christle_tyler_97at,D,Sr.,"Huntington, IN",Huntington High School,Westminster (MO),III,2024
7,Ethan Mort,https://www.wcbluejays.com/sports/msoc/2024-25/bios/mort_ethan_83cb,F,Sr.,"Pacific, MO",St. Francis Borgia High School,Westminster (MO),III,2024
8,Quinn VanDyke,https://www.wcbluejays.com/sports/msoc/2024-25/bios/vandyke_quinn_etrc,D,Sr.,"Leawood, KS",The Barstow School,Westminster (MO),III,2024
9,Adam Luetkemeyer,https://www.wcbluejays.com/sports/msoc/2024-25/bios/luetkemeyer_adam_k64j,F,Sr.,"Wentzville, MO",Timberland High School,Westminster (MO),III,2024
10,Ethan Pfaff,https://www.wcbluejays.com/sports/msoc/2024-25/bios/pfaff_ethan_0x6j,F,Sr.,"St.Peters, MO",Fort Zumwalt South High School,Westminster (MO),III,2024
11,Nathan Naumann,https://www.wcbluejays.com/sports/msoc/2024-25/bios/naumann_nathan_afoo,FW,Jr.,"O'Fallon, MO",Fort Zumwalt West High School,Westminster (MO),III,2024
12,Tigran Topchain,https://www.wcbluejays.com/sports/msoc/2024-25/bios/topchain_tigran_hnsg,F/M,Sr.,"Kansas City, MO",Blue Valley Northwest High School,Westminster (MO),III,2024
13,Chase Johnson,https://www.wcbluejays.com/sports/msoc/2024-25/bios/johnson_chase_g28z,D,So.,"Olathe, KS",Olathe South High School,Westminster (MO),III,2024
14,Alec Bell,https://www.wcbluejays.com/sports/msoc/2024-25/bios/bell_alec_31w4,D/M,Sr.,"Arnold, MO",Festus High School,Westminster (MO),III,2024
15,Sam Bundren,https://www.wcbluejays.com/sports/msoc/2024-25/bios/bundren_sam_owy4,D,So.,"Lee's Summit, MO",Lee's Summit High School,Westminster (MO),III,2024
16,Mustekbel Shoune,https://www.wcbluejays.com/sports/msoc/2024-25/bios/shoune_mustekbel_cgp3,F,Sr.,"Columbia, MO",Rock Bridge High School,Westminster (MO),III,2024
17,Travis Bieg,https://www.wcbluejays.com/sports/msoc/2024-25/bios/bieg_travis_5v7t,FW,Jr.,"Villa Ridge, MO",Washington High School,Westminster (MO),III,2024
18,Juan Pico-Vazquez,https://www.wcbluejays.com/sports/msoc/2024-25/bios/pico-vazquez_juan_ptj9,W,Fr.,"Columbia, MO",Rock Bridge High School,Westminster (MO),III,2024
19,Trey White,https://www.wcbluejays.com/sports/msoc/2024-25/bios/white_trey_ipk8,D,Fr.,"Afton, MO",Afton High School,Westminster (MO),III,2024
20,Jacob Milam,https://www.wcbluejays.com/sports/msoc/2024-25/bios/milam_jacob_12vp,D,Jr.,"Wentzville, MO",Holt High School,Westminster (MO),III,2024
21,Alexander Christian,https://www.wcbluejays.com/sports/msoc/2024-25/bios/christian_alexander_n53c,D,So.,"Roeland Park, KS",Bishop Miege High School,Westminster (MO),III,2024
22,Tyler Ballew,https://www.wcbluejays.com/sports/msoc/2024-25/bios/ballew_tyler_x0p4,D,Sr.,"Imperial, MO",Windsor High School,Westminster (MO),III,2024
23,TJ Seithel,https://www.wcbluejays.com/sports/msoc/2024-25/bios/seithel_tj_jhyf,D,Sr.,"Wentzville, MO",St. Charles Community College,Westminster (MO),III,2024
24,Davin Mathes,https://www.wcbluejays.com/sports/msoc/2024-25/bios/mathes_davin_gfg6,F,So.,"Greenwood, MO",Lee's Summit West High School,Westminster (MO),III,2024
25,Braedon Cairer,https://www.wcbluejays.com/sports/msoc/2024-25/bios/cairer_braedon_5p3x,D,So.,"Smithton, MO",Smithton High School,Westminster (MO),III,2024
26,Lucas Cole,https://www.wcbluejays.com/sports/msoc/2024-25/bios/cole_lucas_l5ih,D,Fr.,"Columbia, IL",Columbia High School,Westminster (MO),III,2024
27,Noah Naumann,https://www.wcbluejays.com/sports/msoc/2024-25/bios/naumann_noah_zl8p,MF,Jr.,"O'Fallon, MO",Fort Zumwalt West High School,Westminster (MO),III,2024
28,Beckham Armstrong,https://www.wcbluejays.com/sports/msoc/2024-25/bios/armstrong_beckham_3bi5,M,Fr.,"Rolla, MO",Rolla High School,Westminster (MO),III,2024
29,Tucker Jones,https://www.wcbluejays.com/sports/msoc/2024-25/bios/jones_tucker_9zk6,D/W,Fr.,"Kearney, MO",Kearney High School,Westminster (MO),III,2024
30,Maurice Taggert,https://www.wcbluejays.com/sports/msoc/2024-25/bios/taggert_maurice_j96g,D/W,Fr.,"O'Fallon, IL",O'Fallon Township,Westminster (MO),III,2024
31,Thomas Tempest,https://www.wcbluejays.com/sports/msoc/2024-25/bios/tempest_thomas_9g21,,Fr,"Liberty, MO",Liberty High School,Westminster (MO),III,2024
32,Will Morris,https://www.wcbluejays.com/sports/msoc/2024-25/bios/morris_will_jbq1,D,So.,"St. Charles, MO",Francis Howell Central High School,Westminster (MO),III,2024
34,Michael Sommerville,https://www.wcbluejays.com/sports/msoc/2024-25/bios/sommerville_michael_pimy,F,Fr.,"Wentzville, MO",Fort Zumwalt North High School,Westminster (MO),III,2024
36,Matthew Garrone,https://www.wcbluejays.com/sports/msoc/2024-25/bios/garrone_matthew_5n7t,D,Fr.,"Florrisant, MO",Christian Brothers College High School,Westminster (MO),III,2024
37,Christian Mahoro,https://www.wcbluejays.com/sports/msoc/2024-25/bios/mahoro_christian_tlc1,F,Fr.,"Fulton, MO",Fulton High School,Westminster (MO),III,2024
38,Jayden Ayers,https://www.wcbluejays.com/sports/msoc/2024-25/bios/ayers_jayden_pcfv,F,Fr.,"Fulton, MO",Fulton High School,Westminster (MO),III,2024
39,Blessing Kahiya,https://www.wcbluejays.com/sports/msoc/2024-25/bios/kahiya_blessing_b3zw,M,Fr.,"Christchurch, New Zealand",Middleton Grange School,Westminster (MO),III,2024
40,Dillion Jones,https://www.wcbluejays.com/sports/msoc/2024-25/bios/jones_dalton_hvsx,,So.,"Fulton, MO",Fulton High School,Westminster (MO),III,2024
88,Toby Hughes,https://www.wcbluejays.com/sports/msoc/2024-25/bios/hughes_toby_j7sc,GK,Sr.,"Jefferson City, MO",Jefferson City,Westminster (MO),III,2024
00,Niko White,https://www.wubearcats.com/sports/msoc/2024-25/bios/white_niko_n5r4,GK,Fy.,,,Willamette,III,2024
0,Ryan Doyle,https://www.wubearcats.com/sports/msoc/2024-25/bios/doyle_ryan_70p9,GK,So.,,,Willamette,III,2024
1,Ibrahm Garza,https://www.wubearcats.com/sports/msoc/2024-25/bios/garza_ibrahm_ua4u,GK,Jr.,,,Willamette,III,2024
3,Brandon Rodriguez-Hernandez,https://www.wubearcats.com/sports/msoc/2024-25/bios/rodriguez-hernandez_brandon_ajl4,M,Sr.,,,Willamette,III,2024
4,Drew Alexander,https://www.wubearcats.com/sports/msoc/2024-25/bios/alexander_drew_2h0a,D,Jr.,,,Willamette,III,2024
5,Haydn Duncan,https://www.wubearcats.com/sports/msoc/2024-25/bios/duncan_haydn_yjvr,D,Jr.,,,Willamette,III,2024
6,Josiah Jakab,https://www.wubearcats.com/sports/msoc/2024-25/bios/jakab_josiah_9dao,M,Jr.,,,Willamette,III,2024
7,Tiago Palhetas,https://www.wubearcats.com/sports/msoc/2024-25/bios/palhetas_tiago_8ge8,M/F,So.,,,Willamette,III,2024
8,Rory McKee,https://www.wubearcats.com/sports/msoc/2024-25/bios/mckee_rory_uxvt,M/D,Jr.,,,Willamette,III,2024
9,Krisna LaFrance,https://www.wubearcats.com/sports/msoc/2024-25/bios/lafrance_krisna_yij2,F,Sr.,,,Willamette,III,2024
10,Sean Kim,https://www.wubearcats.com/sports/msoc/2024-25/bios/kim_sean_4rw4,F,Gr.,,,Willamette,III,2024
11,Matt Chase,https://www.wubearcats.com/sports/msoc/2024-25/bios/chase_matt_ccjs,M,So.,,,Willamette,III,2024
12,Dylan Ray,https://www.wubearcats.com/sports/msoc/2024-25/bios/ray_dylan_2yn2,D,Jr.,,,Willamette,III,2024
13,Javi Sandoval Gongora,https://www.wubearcats.com/sports/msoc/2024-25/bios/sandoval_gongora_javi_uur1,M,Fy.,,,Willamette,III,2024
14,Andrew Reed,https://www.wubearcats.com/sports/msoc/2024-25/bios/reed_andrew_f7yh,M/F,Sr.,,,Willamette,III,2024
15,Jack Chase,https://www.wubearcats.com/sports/msoc/2024-25/bios/chase_jack_414r,,Fy.,,,Willamette,III,2024
16,Ely Wilson,https://www.wubearcats.com/sports/msoc/2024-25/bios/wilson_ely_bzf4,D,Jr.,,,Willamette,III,2024
17,Evan Mariscal,https://www.wubearcats.com/sports/msoc/2024-25/bios/mariscal_evan_sdz8,F/M,So.,,,Willamette,III,2024
